   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
       84    0.95000  7.25891153178E+02   2.21328   3.59726  12.27822 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99739  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000649893
       85    0.95000  7.66763153178E+02   2.20338   3.59793  12.27193 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99739  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000686486
       86    0.95000  8.08053153178E+02   2.19372   3.59857  12.26581 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99739  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000723453
       87    0.95000  8.50803153178E+02   2.18430   3.59927  12.25971 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99739  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000761727
       88    0.95000  8.96191153178E+02   2.17455   3.59995  12.25348 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000802363
       89    0.95000  9.42738153178E+02   2.16515   3.60068  12.24732 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99739  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000844037
       90    0.95000  9.92249153178E+02   2.15546   3.60140  12.24102 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000888364
       91    0.95000  1.04335215318E+03   2.14582   3.60213  12.23475 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000934117
       92    0.95000  1.09635715318E+03   2.13582   3.60278  12.22845 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0000981573
       93    0.95000  1.14935515318E+03   2.12618   3.60340  12.22238 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001029022
       94    0.95000  1.20432015318E+03   2.11670   3.60406  12.21632 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001078232
       95    0.95000  1.26232915318E+03   2.10704   3.60473  12.21016 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001130168
       96    0.95000  1.32238115318E+03   2.09753   3.60542  12.20402 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001183933
       97    0.95000  1.38550815318E+03   2.08783   3.60610  12.19780 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001240450
       98    0.95000  1.45057115318E+03   2.07830   3.60681  12.19163 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99738  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001298702
       99    0.95000  1.51885915318E+03   2.06835   3.60745  12.18536 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001359840
      100    0.95000  1.58746515318E+03   2.05863   3.60806  12.17929 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001421263
      101    0.95000  1.65806315318E+03   2.04915   3.60870  12.17326 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001484470
      102    0.95000  1.73256415318E+03   2.03941   3.60933  12.16714 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001551171
      103    0.95000  1.80903815318E+03   2.02984   3.60997  12.16108 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001619638
      104    0.95000  1.88892315318E+03   2.02023   3.61061  12.15498 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001691160
      105    0.95000  1.97207315318E+03   2.01064   3.61127  12.14887 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001765604
      106    0.95000  2.05877615318E+03   2.00104   3.61195  12.14272 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001843230
      107    0.95000  2.14911115318E+03   1.99111   3.61256  12.13652 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0001924107
      108    0.95000  2.24000815318E+03   1.98149   3.61316  12.13051 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002005487
      109    0.95000  2.33452515318E+03   1.97183   3.61376  12.12448 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002090109
      110    0.95000  2.43243415318E+03   1.96217   3.61435  12.11847 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002177767
      111    0.95000  2.53375415318E+03   1.95265   3.61497  12.11247 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002268479
      112    0.95000  2.64014415318E+03   1.94296   3.61559  12.10640 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002363731
      113    0.95000  2.74992415318E+03   1.93341   3.61622  12.10035 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002462017
      114    0.95000  2.86494415318E+03   1.92389   3.61689  12.09425 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002564995
      115    0.95000  2.98573415318E+03   1.91389   3.61749  12.08806 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99737  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002673139
      116    0.95000  3.10657415318E+03   1.90419   3.61806  12.08208 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002781327
      117    0.95000  3.23109415318E+03   1.89452   3.61861  12.07614 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0002892810
      118    0.95000  3.35989415318E+03   1.88500   3.61919  12.07021 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0003008125
      119    0.95000  3.49521415318E+03   1.87527   3.61976  12.06422 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0003129278
      120    0.95000  3.63430415318E+03   1.86576   3.62036  12.05826 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0003253806
      121    0.95000  3.78056415318E+03   1.85612   3.62096  12.05224 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0003384753
      122    0.95000  3.93220415318E+03   1.84664   3.62160  12.04621 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0003520517
      123    0.95000  4.09219415318E+03   1.83676   3.62220  12.04007 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0003663756
      124    0.95000  4.25411415318E+03   1.82691   3.62274  12.03407 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0003808724
      125    0.95000  4.41843415318E+03   1.81732   3.62328  12.02819 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0003955840
      126    0.95000  4.58984415318E+03   1.80763   3.62381  12.02228 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0004109304
      127    0.95000  4.76681415318E+03   1.79812   3.62438  12.01640 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0004267746
      128    0.95000  4.95278415318E+03   1.78848   3.62495  12.01044 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0004434246
      129    0.95000  5.14578415318E+03   1.77885   3.62553  12.00447 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0004607039
      130    0.95000  5.34607415318E+03   1.76922   3.62610  11.99849 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0004786360
      131    0.95000  5.55411415318E+03   1.75961   3.62669  11.99251 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0004972619
      132    0.95000  5.77050415318E+03   1.74981   3.62725  11.98650 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0005166353
      133    0.95000  5.99143415318E+03   1.74001   3.62776  11.98058 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0005364153
      134    0.95000  6.21689415318E+03   1.73042   3.62828  11.97474 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0005566008
      135    0.95000  6.45194415318E+03   1.72079   3.62881  11.96888 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0005776449
      136    0.95000  6.69606415318E+03   1.71114   3.62933  11.96300 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0005995011
      137    0.95000  6.94906415318E+03   1.70155   3.62987  11.95712 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0006221522
      138    0.95000  7.21274415318E+03   1.69188   3.63041  11.95122 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0006457596
      139    0.95000  7.48551415318E+03   1.68228   3.63096  11.94532 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0006701808
      140    0.95000  7.76956415318E+03   1.67264   3.63150  11.93940 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0006956119
      141    0.95000  8.06420415318E+03   1.66296   3.63205  11.93348 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0007219911
      142    0.95000  8.36875415318E+03   1.65310   3.63254  11.92756 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0007492576
      143    0.95000  8.67745415318E+03   1.64345   3.63302  11.92177 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99736  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0007768956
      144    0.95000  8.99749415318E+03   1.63385   3.63352  11.91598 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0008055489
      145    0.95000  9.33070415318E+03   1.62417   3.63400  11.91017 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0008353813
      146    0.95000  9.67497415318E+03   1.61461   3.63452  11.90437 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0008662040
      147    0.95000  1.00350741532E+04   1.60494   3.63502  11.89852 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0008984438
      148    0.95000  1.04074641532E+04   1.59530   3.63553  11.89268 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0009317841
      149    0.95000  1.07937441532E+04   1.58564   3.63604  11.88684 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0009663678
      150    0.95000  1.11937941532E+04   1.57601   3.63655  11.88100 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0010021845
      151    0.95000  1.16089641532E+04   1.56636   3.63706  11.87515 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0010393548
      152    0.95000  1.20393241532E+04   1.55655   3.63754  11.86929 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99735  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0010778851
      153    0.95000  1.24779841532E+04   1.54686   3.63800  11.86353 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99734  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0011171585
      154    0.95000  1.29308641532E+04   1.53720   3.63845  11.85780 -30.00000   0.00000   0.00000  7.22970E-01  2.66980E-01  1.77400E-03  4.40100E-03     0.00000     0.00000     0.00000     0.00000     0.99733  7.23000E-01  2.67000E-01  1.77400E-03  4.84500E-04  4.40100E-03   1.0011577050
